NAME,age.group,pop,pop.pct
"Santa Rosa Valley CDP, California",age.0.17,564,0.17735849056603772
"Santa Rosa Valley CDP, California",age.18.64,1792,0.5635220125786163
"Santa Rosa Valley CDP, California",age.65.99,824,0.2591194968553459
"Sattley CDP, California",age.0.17,0,0
"Sattley CDP, California",age.18.64,39,0.5064935064935064
"Sattley CDP, California",age.65.99,38,0.4935064935064935
"Santa Susana CDP, California",age.0.17,180,0.17142857142857143
"Santa Susana CDP, California",age.18.64,727,0.6923809523809524
"Santa Susana CDP, California",age.65.99,143,0.1361904761904762
"Saranap CDP, California",age.0.17,1471,0.22658656808379543
"Saranap CDP, California",age.18.64,3967,0.6110597658656809
"Saranap CDP, California",age.65.99,1054,0.16235366605052373
"Saticoy CDP, California",age.0.17,407,0.3388842631140716
"Saticoy CDP, California",age.18.64,694,0.5778517901748543
"Saticoy CDP, California",age.65.99,100,0.08326394671107411
"Scotia CDP, California",age.0.17,192,0.31893687707641194
"Scotia CDP, California",age.18.64,396,0.6578073089700996
"Scotia CDP, California",age.65.99,14,0.023255813953488372
"Seacliff CDP, California",age.0.17,518,0.16182442986566697
"Seacliff CDP, California",age.18.64,2086,0.6516713527022805
"Seacliff CDP, California",age.65.99,597,0.18650421743205248
"Sea Ranch CDP, California",age.0.17,123,0.10594315245478036
"Sea Ranch CDP, California",age.18.64,367,0.3161068044788975
"Sea Ranch CDP, California",age.65.99,671,0.5779500430663221
"Sequoia Crest CDP, California",age.0.17,0,0
"Sequoia Crest CDP, California",age.18.64,0,0
"Sequoia Crest CDP, California",age.65.99,28,1
"Sereno del Mar CDP, California",age.0.17,0,0
"Sereno del Mar CDP, California",age.18.64,43,0.524390243902439
"Sereno del Mar CDP, California",age.65.99,39,0.47560975609756095
"Seville CDP, California",age.0.17,340,0.492040520984081
"Seville CDP, California",age.18.64,321,0.4645441389290883
"Seville CDP, California",age.65.99,30,0.04341534008683068
"Shasta CDP, California",age.0.17,340,0.188470066518847
"Shasta CDP, California",age.18.64,1095,0.6069844789356984
"Shasta CDP, California",age.65.99,369,0.20454545454545456
"Shell Ridge CDP, California",age.0.17,236,0.18423106947697113
"Shell Ridge CDP, California",age.18.64,822,0.6416861826697893
"Shell Ridge CDP, California",age.65.99,223,0.17408274785323966
"Shelter Cove CDP, California",age.0.17,0,0
"Shelter Cove CDP, California",age.18.64,376,0.7504990019960079
"Shelter Cove CDP, California",age.65.99,125,0.249500998003992
"Acalanes Ridge CDP, California",age.0.17,363,0.40832395950506184
"Acalanes Ridge CDP, California",age.18.64,404,0.4544431946006749
"Acalanes Ridge CDP, California",age.65.99,122,0.1372328458942632
"Acampo CDP, California",age.0.17,36,0.12244897959183673
"Acampo CDP, California",age.18.64,157,0.5340136054421769
"Acampo CDP, California",age.65.99,101,0.3435374149659864
"Adin CDP, California",age.0.17,50,0.24875621890547264
"Adin CDP, California",age.18.64,84,0.417910447761194
"Adin CDP, California",age.65.99,67,0.3333333333333333
"Agua Dulce CDP, California",age.0.17,705,0.18910944206008584
"Agua Dulce CDP, California",age.18.64,2364,0.6341201716738197
"Agua Dulce CDP, California",age.65.99,659,0.17677038626609443
"Aguanga CDP, California",age.0.17,153,0.18323353293413175
"Aguanga CDP, California",age.18.64,456,0.5461077844311377
"Aguanga CDP, California",age.65.99,226,0.27065868263473053
"Ahwahnee CDP, California",age.0.17,290,0.11783827712312069
"Ahwahnee CDP, California",age.18.64,1391,0.5652173913043478
"Ahwahnee CDP, California",age.65.99,780,0.3169443315725315
"Airport CDP, California",age.0.17,315,0.25777414075286414
"Airport CDP, California",age.18.64,874,0.7152209492635024
"Airport CDP, California",age.65.99,33,0.027004909983633387
"Albion CDP, California",age.0.17,0,0
"Albion CDP, California",age.18.64,256,0.847682119205298
"Albion CDP, California",age.65.99,46,0.152317880794702
"Alderpoint CDP, California",age.0.17,0,0
"Alderpoint CDP, California",age.18.64,157,1
"Alderpoint CDP, California",age.65.99,0,0
"Alhambra Valley CDP, California",age.0.17,185,0.2503382949932341
"Alhambra Valley CDP, California",age.18.64,350,0.4736129905277402
"Alhambra Valley CDP, California",age.65.99,204,0.27604871447902574
"Alleghany CDP, California",age.0.17,0,0
"Alleghany CDP, California",age.18.64,30,1
"Alleghany CDP, California",age.65.99,0,0
"Allendale CDP, California",age.0.17,214,0.15712187958883994
"Allendale CDP, California",age.18.64,835,0.6130690161527166
"Allendale CDP, California",age.65.99,313,0.22980910425844348
"Allensworth CDP, California",age.0.17,164,0.3111954459203036
"Allensworth CDP, California",age.18.64,323,0.6129032258064516
"Allensworth CDP, California",age.65.99,40,0.07590132827324478
"Alta CDP, California",age.0.17,66,0.1360824742268041
"Alta CDP, California",age.18.64,241,0.49690721649484537
"Alta CDP, California",age.65.99,178,0.3670103092783505
"Alto CDP, California",age.0.17,128,0.16732026143790849
"Alto CDP, California",age.18.64,564,0.7372549019607844
"Alto CDP, California",age.65.99,73,0.09542483660130718
"Anchor Bay CDP, California",age.0.17,0,0
"Anchor Bay CDP, California",age.18.64,131,0.4171974522292994
"Anchor Bay CDP, California",age.65.99,183,0.5828025477707006
"Antelope CDP, California",age.0.17,13095,0.27669779825043317
"Antelope CDP, California",age.18.64,30321,0.640683767907704
"Antelope CDP, California",age.65.99,3910,0.08261843384186282
"Anza CDP, California",age.0.17,802,0.25452237384957155
"Anza CDP, California",age.18.64,1883,0.5975880672802285
"Anza CDP, California",age.65.99,466,0.14788955887019994
"Artois CDP, California",age.0.17,98,0.3356164383561644
"Artois CDP, California",age.18.64,100,0.3424657534246575
"Artois CDP, California",age.65.99,94,0.3219178082191781
"Aspen Springs CDP, California",age.0.17,27,0.40298507462686567
"Aspen Springs CDP, California",age.18.64,26,0.3880597014925373
"Aspen Springs CDP, California",age.65.99,14,0.208955223880597
"Auburn Lake Trails CDP, California",age.0.17,649,0.1854815661617605
"Auburn Lake Trails CDP, California",age.18.64,2119,0.6056016004572735
"Auburn Lake Trails CDP, California",age.65.99,731,0.20891683338096598
"Baker CDP, California",age.0.17,243,0.400329489291598
"Baker CDP, California",age.18.64,340,0.5601317957166392
"Baker CDP, California",age.65.99,24,0.039538714991762765
"Ballard CDP, California",age.0.17,55,0.11627906976744186
"Ballard CDP, California",age.18.64,348,0.7357293868921776
"Ballard CDP, California",age.65.99,70,0.14799154334038056
"Ballico CDP, California",age.0.17,81,0.20199501246882792
"Ballico CDP, California",age.18.64,295,0.7356608478802993
"Ballico CDP, California",age.65.99,25,0.06234413965087282
"Bangor CDP, California",age.0.17,27,0.07258064516129033
"Bangor CDP, California",age.18.64,249,0.6693548387096774
"Bangor CDP, California",age.65.99,96,0.25806451612903225
"Bass Lake CDP, California",age.0.17,30,0.06
"Bass Lake CDP, California",age.18.64,268,0.536
"Bass Lake CDP, California",age.65.99,202,0.404
"Bayview CDP (Contra Costa County), California",age.0.17,399,0.20419651995905835
"Bayview CDP (Contra Costa County), California",age.18.64,1250,0.6397134083930399
"Bayview CDP (Contra Costa County), California",age.65.99,305,0.15609007164790173
"Bayview CDP (Humboldt County), California",age.0.17,572,0.21857088269010316
"Bayview CDP (Humboldt County), California",age.18.64,1722,0.6580053496369889
"Bayview CDP (Humboldt County), California",age.65.99,323,0.12342376767290791
"Bear Creek CDP, California",age.0.17,14,0.08917197452229299
"Bear Creek CDP, California",age.18.64,93,0.5923566878980892
"Bear Creek CDP, California",age.65.99,50,0.3184713375796178
"Bear Valley CDP (Alpine County), California",age.0.17,15,0.25862068965517243
"Bear Valley CDP (Alpine County), California",age.18.64,30,0.5172413793103449
"Bear Valley CDP (Alpine County), California",age.65.99,13,0.22413793103448276
"Bear Valley CDP (Mariposa County), California",age.0.17,92,0.45320197044334976
"Bear Valley CDP (Mariposa County), California",age.18.64,67,0.33004926108374383
"Bear Valley CDP (Mariposa County), California",age.65.99,44,0.21674876847290642
"Bella Vista CDP, California",age.0.17,504,0.1928079571537873
"Bella Vista CDP, California",age.18.64,1553,0.5941086457536343
"Bella Vista CDP, California",age.65.99,557,0.21308339709257842
"Bell Canyon CDP, California",age.0.17,587,0.24550397323295692
"Bell Canyon CDP, California",age.18.64,1432,0.5989125888749477
"Bell Canyon CDP, California",age.65.99,372,0.15558343789209536
"Benbow CDP, California",age.0.17,9,0.055900621118012424
"Benbow CDP, California",age.18.64,109,0.6770186335403726
"Benbow CDP, California",age.65.99,43,0.2670807453416149
"Bend CDP, California",age.0.17,38,0.08315098468271334
"Bend CDP, California",age.18.64,140,0.3063457330415755
"Bend CDP, California",age.65.99,279,0.6105032822757112
"Benton CDP, California",age.0.17,21,0.0670926517571885
"Benton CDP, California",age.18.64,230,0.7348242811501597
"Benton CDP, California",age.65.99,62,0.19808306709265175
"Sheridan CDP, California",age.0.17,215,0.172
"Sheridan CDP, California",age.18.64,891,0.7128
"Sheridan CDP, California",age.65.99,144,0.1152
"Sierra Brooks CDP, California",age.0.17,47,0.15719063545150502
"Sierra Brooks CDP, California",age.18.64,227,0.7591973244147158
"Sierra Brooks CDP, California",age.65.99,25,0.08361204013377926
"Sierra City CDP, California",age.0.17,0,0
"Sierra City CDP, California",age.18.64,55,0.3618421052631579
"Sierra City CDP, California",age.65.99,97,0.6381578947368421
"Sierra Village CDP, California",age.0.17,42,0.12727272727272726
"Sierra Village CDP, California",age.18.64,218,0.6606060606060606
"Sierra Village CDP, California",age.65.99,70,0.21212121212121213
"Sierraville CDP, California",age.0.17,0,0
"Sierraville CDP, California",age.18.64,41,0.39805825242718446
"Sierraville CDP, California",age.65.99,62,0.6019417475728155
"Silverado Resort CDP, California",age.0.17,114,0.12166488794023479
"Silverado Resort CDP, California",age.18.64,362,0.3863393810032017
"Silverado Resort CDP, California",age.65.99,461,0.4919957310565635
"Silver City CDP, California",age.0.17,0,NaN
"Silver City CDP, California",age.18.64,0,NaN
"Silver City CDP, California",age.65.99,0,NaN
"Sleepy Hollow CDP, California",age.0.17,483,0.21954545454545454
"Sleepy Hollow CDP, California",age.18.64,1168,0.5309090909090909
"Sleepy Hollow CDP, California",age.65.99,549,0.24954545454545454
"Silver Lakes CDP, California",age.0.17,1535,0.2572913174656386
"Silver Lakes CDP, California",age.18.64,2956,0.4954743546765002
"Silver Lakes CDP, California",age.65.99,1475,0.2472343278578612
"Sisquoc CDP, California",age.0.17,40,0.2702702702702703
"Sisquoc CDP, California",age.18.64,91,0.6148648648648649
"Sisquoc CDP, California",age.65.99,17,0.11486486486486487
"Sky Valley CDP, California",age.0.17,340,0.13991769547325103
"Sky Valley CDP, California",age.18.64,1370,0.5637860082304527
"Sky Valley CDP, California",age.65.99,720,0.2962962962962963
"Smartsville CDP, California",age.0.17,52,0.31901840490797545
"Smartsville CDP, California",age.18.64,74,0.4539877300613497
"Smartsville CDP, California",age.65.99,37,0.22699386503067484
"Smith Corner CDP, California",age.0.17,115,0.17319277108433734
"Smith Corner CDP, California",age.18.64,549,0.8268072289156626
"Smith Corner CDP, California",age.65.99,0,0
"Callender CDP, California",age.0.17,396,0.25015792798483893
"Callender CDP, California",age.18.64,938,0.5925457991156032
"Callender CDP, California",age.65.99,249,0.1572962728995578
"Calpella CDP, California",age.0.17,95,0.16903914590747332
"Calpella CDP, California",age.18.64,241,0.4288256227758007
"Calpella CDP, California",age.65.99,226,0.40213523131672596
"Calpine CDP, California",age.0.17,29,0.13425925925925927
"Calpine CDP, California",age.18.64,95,0.4398148148148148
"Calpine CDP, California",age.65.99,92,0.42592592592592593
"Camanche North Shore CDP, California",age.0.17,281,0.2730806608357629
"Camanche North Shore CDP, California",age.18.64,649,0.630709426627794
"Camanche North Shore CDP, California",age.65.99,99,0.09620991253644315
"Camanche Village CDP, California",age.0.17,121,0.19516129032258064
"Camanche Village CDP, California",age.18.64,383,0.617741935483871
"Camanche Village CDP, California",age.65.99,116,0.1870967741935484
"Camino CDP, California",age.0.17,269,0.14952751528627015
"Camino CDP, California",age.18.64,1053,0.58532518065592
"Camino CDP, California",age.65.99,477,0.2651473040578099
"Camino Tassajara CDP, California",age.0.17,1370,0.3607161664033702
"Camino Tassajara CDP, California",age.18.64,2111,0.5558188520273828
"Camino Tassajara CDP, California",age.65.99,317,0.08346498156924698
"Camp Nelson CDP, California",age.0.17,0,NaN
"Camp Nelson CDP, California",age.18.64,0,NaN
"Camp Nelson CDP, California",age.65.99,0,NaN
"Campo CDP, California",age.0.17,1200,0.3446295232624928
"Campo CDP, California",age.18.64,1931,0.554566341183228
"Campo CDP, California",age.65.99,351,0.10080413555427915
"Camptonville CDP, California",age.0.17,32,0.19753086419753085
"Camptonville CDP, California",age.18.64,78,0.48148148148148145
"Camptonville CDP, California",age.65.99,52,0.32098765432098764
"Canby CDP, California",age.0.17,143,0.28772635814889336
"Canby CDP, California",age.18.64,159,0.3199195171026157
"Canby CDP, California",age.65.99,195,0.39235412474849096
"Carmet CDP, California",age.0.17,0,NaN
"Carmet CDP, California",age.18.64,0,NaN
"Carmet CDP, California",age.65.99,0,NaN
"Carnelian Bay CDP, California",age.0.17,0,0
"Carnelian Bay CDP, California",age.18.64,327,0.7062634989200864
"Carnelian Bay CDP, California",age.65.99,136,0.2937365010799136
"Casmalia CDP, California",age.0.17,12,0.10810810810810811
"Casmalia CDP, California",age.18.64,65,0.5855855855855856
"Casmalia CDP, California",age.65.99,34,0.3063063063063063
"Caspar CDP, California",age.0.17,177,0.21798029556650247
"Caspar CDP, California",age.18.64,359,0.4421182266009852
"Caspar CDP, California",age.65.99,276,0.3399014778325123
"Cassel CDP, California",age.0.17,0,0
"Cassel CDP, California",age.18.64,92,0.5227272727272727
"Cassel CDP, California",age.65.99,84,0.4772727272727273
"Castaic CDP, California",age.0.17,5260,0.27799799164948996
"Castaic CDP, California",age.18.64,11989,0.6336345859098357
"Castaic CDP, California",age.65.99,1672,0.08836742244067439
"Castle Hill CDP, California",age.0.17,318,0.2777292576419214
"Castle Hill CDP, California",age.18.64,509,0.44454148471615723
"Castle Hill CDP, California",age.65.99,318,0.2777292576419214
"Catheys Valley CDP, California",age.0.17,88,0.11083123425692695
"Catheys Valley CDP, California",age.18.64,534,0.672544080604534
"Catheys Valley CDP, California",age.65.99,172,0.21662468513853905
"Cazadero CDP, California",age.0.17,42,0.14583333333333334
"Cazadero CDP, California",age.18.64,160,0.5555555555555556
"Cazadero CDP, California",age.65.99,86,0.2986111111111111
"Cedar Ridge CDP, California",age.0.17,155,0.14946962391513982
"Cedar Ridge CDP, California",age.18.64,613,0.5911282545805208
"Cedar Ridge CDP, California",age.65.99,269,0.25940212150433944
"Three Rocks CDP, California",age.0.17,0,0
"Three Rocks CDP, California",age.18.64,184,0.8761904761904762
"Three Rocks CDP, California",age.65.99,26,0.12380952380952381
"Timber Cove CDP, California",age.0.17,0,0
"Timber Cove CDP, California",age.18.64,92,0.6174496644295302
"Timber Cove CDP, California",age.65.99,57,0.3825503355704698
